# Export File Created with QBlade CE v2.0.9_beta windows on 07.09.2025 at 08:26:01
[Conditions_01: NREL_MIT_5MW_TLP]
Time [s]	Abs Meas. Wind Vel. at Hub [m/s]
1.1105614e+01	3.7960668e+00
1.1133102e+01	3.7955441e+00
1.1160591e+01	3.7951732e+00
1.1188081e+01	3.8241363e+00
1.1215569e+01	3.8635561e+00
1.1243059e+01	3.9029794e+00
1.1270548e+01	3.9421453e+00
1.1298038e+01	3.9743681e+00
1.1325526e+01	4.0070081e+00
1.1353016e+01	4.0400414e+00
1.1380505e+01	4.0715375e+00
1.1407994e+01	4.0994024e+00
1.1435483e+01	4.1273909e+00
1.1462972e+01	4.1554670e+00
1.1490461e+01	4.1646466e+00
1.1517950e+01	4.1624517e+00
1.1545440e+01	4.1602454e+00
1.1572928e+01	4.1580873e+00
1.1600418e+01	4.1432471e+00
1.1627907e+01	4.1275425e+00
1.1655396e+01	4.1121688e+00
1.1682885e+01	4.0991826e+00
1.1710375e+01	4.0945053e+00
1.1737864e+01	4.0902672e+00
1.1765352e+01	4.0865078e+00
1.1792842e+01	4.0803685e+00
1.1820331e+01	4.0717726e+00
1.1847820e+01	4.0637150e+00
1.1875309e+01	4.0561690e+00
1.1902799e+01	4.0638752e+00
1.1930287e+01	4.0763083e+00
1.1957777e+01	4.0891905e+00
1.1985266e+01	4.0977845e+00
1.2012755e+01	4.0416641e+00
1.2040244e+01	3.9867177e+00
1.2067733e+01	3.9329653e+00
1.2095222e+01	3.8949308e+00
1.2122711e+01	3.8831766e+00
1.2150201e+01	3.8727539e+00
1.2177690e+01	3.8636360e+00
1.2205179e+01	3.8495324e+00
1.2232668e+01	3.8333158e+00
1.2260158e+01	3.8179300e+00
1.2287646e+01	3.8034174e+00
1.2315136e+01	3.7965622e+00
1.2342625e+01	3.7903819e+00
1.2370113e+01	3.7848160e+00
1.2397603e+01	3.7814071e+00
1.2425092e+01	3.7820699e+00
1.2452581e+01	3.7836900e+00
1.2480070e+01	3.7862344e+00
1.2507560e+01	3.7970839e+00
1.2535048e+01	3.8115773e+00
1.2562538e+01	3.8260376e+00
1.2590027e+01	3.8400471e+00
1.2617517e+01	3.8414960e+00
1.2645005e+01	3.8428283e+00
1.2672494e+01	3.8440051e+00
1.2699984e+01	3.8461416e+00
1.2727472e+01	3.8498192e+00
1.2754962e+01	3.8533537e+00
1.2782451e+01	3.8568664e+00
1.2809940e+01	3.8714578e+00
1.2837429e+01	3.8896286e+00
1.2864919e+01	3.9080195e+00
1.2892407e+01	3.9222653e+00
1.2919897e+01	3.9092548e+00
1.2947386e+01	3.8969223e+00
1.2974874e+01	3.8853209e+00
1.3002364e+01	3.8734601e+00
1.3029853e+01	3.8611777e+00
1.3057343e+01	3.8493154e+00
1.3084831e+01	3.8377621e+00
1.3112321e+01	3.8390279e+00
1.3139810e+01	3.8433535e+00
1.3167299e+01	3.8493028e+00
1.3194788e+01	3.8596444e+00
1.3222278e+01	3.8775876e+00
1.3249766e+01	3.8954322e+00
1.3277255e+01	3.9131868e+00
1.3304745e+01	3.9225659e+00
1.3332233e+01	3.9280252e+00
1.3359723e+01	3.9335542e+00
1.3387212e+01	3.9423695e+00
1.3414701e+01	3.9925330e+00
1.3442190e+01	4.0427418e+00
1.3469680e+01	4.0930314e+00
1.3497169e+01	4.1241674e+00
1.3524658e+01	4.1341405e+00
1.3552147e+01	4.1445045e+00
1.3579636e+01	4.1551738e+00
1.3607125e+01	4.1707993e+00
1.3634614e+01	4.1870308e+00
1.3662104e+01	4.2031460e+00
1.3689592e+01	4.2276521e+00
1.3717082e+01	4.2757425e+00
1.3744571e+01	4.3244829e+00
1.3772060e+01	4.3738117e+00
1.3799549e+01	4.3955188e+00
1.3827039e+01	4.4025302e+00
1.3854527e+01	4.4093695e+00
1.3882016e+01	4.4144998e+00
1.3909506e+01	4.3811364e+00
1.3936995e+01	4.3480954e+00
1.3964484e+01	4.3154035e+00
1.3991973e+01	4.2852740e+00
1.4019463e+01	4.2584777e+00
1.4046951e+01	4.2317872e+00
1.4074441e+01	4.2052298e+00
1.4101930e+01	4.1927571e+00
1.4129419e+01	4.1846123e+00
1.4156908e+01	4.1766114e+00
1.4184397e+01	4.1694336e+00
1.4211886e+01	4.1679988e+00
1.4239375e+01	4.1667767e+00
1.4266865e+01	4.1657829e+00
1.4294353e+01	4.1730232e+00
1.4321843e+01	4.1900177e+00
1.4349332e+01	4.2071657e+00
1.4376822e+01	4.2244859e+00
1.4404310e+01	4.2499590e+00
1.4431800e+01	4.2782059e+00
1.4459289e+01	4.3070097e+00
1.4486777e+01	4.3338304e+00
1.4514267e+01	4.3358278e+00
1.4541756e+01	4.3385072e+00
1.4569245e+01	4.3419003e+00
1.4596734e+01	4.3366389e+00
1.4624224e+01	4.3178778e+00
1.4651712e+01	4.3001275e+00
1.4679202e+01	4.2833719e+00
1.4706691e+01	4.2805848e+00
1.4734180e+01	4.2840910e+00
1.4761669e+01	4.2879310e+00
1.4789158e+01	4.2921062e+00
1.4816648e+01	4.3259892e+00
1.4844136e+01	4.3605804e+00
1.4871626e+01	4.3952975e+00
1.4899115e+01	4.4114594e+00
1.4926604e+01	4.3772278e+00
1.4954093e+01	4.3431578e+00
1.4981583e+01	4.3092976e+00
1.5009071e+01	4.2789869e+00
1.5036561e+01	4.2519274e+00
1.5064050e+01	4.2256088e+00
1.5091538e+01	4.2000542e+00
1.5119028e+01	4.2032166e+00
1.5146517e+01	4.2118654e+00
1.5174006e+01	4.2209301e+00
1.5201495e+01	4.2249627e+00
1.5228985e+01	4.1960068e+00
1.5256474e+01	4.1676021e+00
1.5283963e+01	4.1396713e+00
1.5311452e+01	4.1326289e+00
1.5338942e+01	4.1516681e+00
1.5366430e+01	4.1707487e+00
1.5393919e+01	4.1898313e+00
1.5421409e+01	4.1977029e+00
1.5448897e+01	4.2019949e+00
1.5476387e+01	4.2064219e+00
1.5503876e+01	4.2099624e+00
1.5531365e+01	4.2001448e+00
1.5558854e+01	4.1904154e+00
1.5586344e+01	4.1807899e+00
1.5613832e+01	4.1839738e+00
1.5641322e+01	4.2064638e+00
1.5668811e+01	4.2291303e+00
1.5696300e+01	4.2520146e+00
1.5723789e+01	4.2614846e+00
1.5751278e+01	4.2670374e+00
1.5778768e+01	4.2737551e+00
1.5806256e+01	4.2822642e+00
1.5833746e+01	4.3000298e+00
1.5861235e+01	4.3177710e+00
1.5888724e+01	4.3354363e+00
1.5916213e+01	4.3346238e+00
1.5943703e+01	4.3086863e+00
1.5971191e+01	4.2826090e+00
1.5998680e+01	4.2563868e+00
1.6026169e+01	4.2759318e+00
1.6053659e+01	4.3086572e+00
1.6081148e+01	4.3416915e+00
1.6108637e+01	4.3673239e+00
1.6136126e+01	4.3456264e+00
1.6163616e+01	4.3239079e+00
1.6191105e+01	4.3021522e+00
1.6218594e+01	4.3067827e+00
1.6246082e+01	4.3377109e+00
1.6273571e+01	4.3689413e+00
1.6301062e+01	4.4004607e+00
1.6328550e+01	4.4378424e+00
1.6356039e+01	4.4759197e+00
1.6383528e+01	4.5137076e+00
1.6411018e+01	4.5389462e+00
1.6438507e+01	4.5237446e+00
1.6465996e+01	4.5084934e+00
1.6493484e+01	4.4931893e+00
1.6520975e+01	4.4563928e+00
1.6548464e+01	4.4048238e+00
1.6575953e+01	4.3529692e+00
1.6603441e+01	4.3008389e+00
1.6630930e+01	4.2829986e+00
1.6658421e+01	4.2666149e+00
1.6685909e+01	4.2500448e+00
1.6713398e+01	4.2321782e+00
1.6740887e+01	4.2116351e+00
1.6768377e+01	4.1912169e+00
1.6795866e+01	4.1709619e+00
1.6823355e+01	4.1657519e+00
1.6850843e+01	4.1692152e+00
1.6878332e+01	4.1728377e+00
1.6905823e+01	4.1766057e+00
1.6933311e+01	4.1991658e+00
1.6960800e+01	4.2229147e+00
1.6988289e+01	4.2470436e+00
1.7015779e+01	4.2710023e+00
1.7043268e+01	4.2938409e+00
1.7070757e+01	4.3170037e+00
1.7098246e+01	4.3404932e+00
1.7125736e+01	4.3447585e+00
1.7153225e+01	4.3335328e+00
1.7180714e+01	4.3224540e+00
1.7208202e+01	4.3115768e+00
1.7235691e+01	4.2996869e+00
1.7263182e+01	4.2877383e+00
1.7290670e+01	4.2760124e+00
1.7318159e+01	4.2664728e+00
1.7345648e+01	4.2788777e+00
1.7373138e+01	4.2921634e+00
1.7400627e+01	4.3063369e+00
1.7428116e+01	4.3209944e+00
1.7455605e+01	4.3357582e+00
1.7483093e+01	4.3515439e+00
1.7510584e+01	4.3683715e+00
1.7538073e+01	4.3684268e+00
1.7565561e+01	4.3542051e+00
1.7593050e+01	4.3403735e+00
1.7620541e+01	4.3269348e+00
1.7648029e+01	4.3341455e+00
1.7675518e+01	4.3483944e+00
1.7703007e+01	4.3632641e+00
1.7730497e+01	4.3787661e+00
1.7757986e+01	4.3925953e+00
1.7785475e+01	4.4073639e+00
1.7812963e+01	4.4230947e+00
1.7840452e+01	4.4386506e+00
1.7867943e+01	4.4493723e+00
1.7895432e+01	4.4606385e+00
1.7922920e+01	4.4725084e+00
1.7950409e+01	4.4786124e+00
1.7977900e+01	4.4740601e+00
1.8005388e+01	4.4700994e+00
1.8032877e+01	4.4666800e+00
1.8060366e+01	4.4785323e+00
1.8087854e+01	4.5021076e+00
1.8115345e+01	4.5259686e+00
1.8142834e+01	4.5500884e+00
1.8170322e+01	4.5196524e+00
1.8197811e+01	4.4732070e+00
1.8225302e+01	4.4268875e+00
1.8252790e+01	4.3807206e+00
1.8280279e+01	4.3837695e+00
1.8307768e+01	4.3878474e+00
1.8335258e+01	4.3922224e+00
1.8362747e+01	4.3924842e+00
1.8390236e+01	4.3759398e+00
1.8417725e+01	4.3595724e+00
1.8445213e+01	4.3434405e+00
1.8472704e+01	4.3367438e+00
1.8500193e+01	4.3424635e+00
1.8527681e+01	4.3486013e+00
1.8555170e+01	4.3550754e+00
1.8582661e+01	4.3590074e+00
1.8610149e+01	4.3616123e+00
1.8637638e+01	4.3642497e+00
1.8665127e+01	4.3669338e+00
1.8692616e+01	4.3821425e+00
1.8720106e+01	4.3988066e+00
1.8747595e+01	4.4158688e+00
1.8775084e+01	4.4326534e+00
1.8802572e+01	4.4467416e+00
1.8830063e+01	4.4612770e+00
1.8857552e+01	4.4762926e+00
1.8885040e+01	4.4808426e+00
1.8912529e+01	4.4724441e+00
1.8940020e+01	4.4642959e+00
1.8967508e+01	4.4563522e+00
1.8994997e+01	4.4344282e+00
1.9022486e+01	4.4078736e+00
1.9049974e+01	4.3816547e+00
1.9077465e+01	4.3572783e+00
1.9104954e+01	4.3687453e+00
1.9132442e+01	4.3804960e+00
1.9159931e+01	4.3925719e+00
1.9187422e+01	4.3984351e+00
1.9214911e+01	4.3926129e+00
1.9242399e+01	4.3867898e+00
1.9269888e+01	4.3809361e+00
1.9297377e+01	4.3558793e+00
1.9324867e+01	4.3227839e+00
1.9352356e+01	4.2905850e+00
1.9379845e+01	4.2594337e+00
1.9407333e+01	4.2326636e+00
1.9434824e+01	4.2060251e+00
1.9462313e+01	4.1795144e+00
1.9489801e+01	4.1681824e+00
1.9517290e+01	4.1820431e+00
1.9544781e+01	4.1959724e+00
1.9572269e+01	4.2099814e+00
1.9599758e+01	4.2071557e+00
1.9627247e+01	4.1987028e+00
1.9654736e+01	4.1909084e+00
1.9682226e+01	4.1799126e+00
1.9709715e+01	4.1330271e+00
1.9737204e+01	4.0868101e+00
1.9764692e+01	4.0412564e+00
1.9792183e+01	4.0261426e+00
1.9819672e+01	4.0456381e+00
1.9847160e+01	4.0654287e+00
1.9874649e+01	4.0855637e+00
1.9902138e+01	4.1037140e+00
1.9929628e+01	4.1223693e+00
1.9957117e+01	4.1420178e+00
1.9984606e+01	4.1613803e+00
2.0012094e+01	4.1769538e+00
2.0039585e+01	4.1932459e+00
2.0067074e+01	4.2102413e+00
2.0094563e+01	4.1859546e+00
2.0122051e+01	4.1329842e+00
2.0149542e+01	4.0803046e+00
2.0177031e+01	4.0279174e+00
2.0204519e+01	4.0512419e+00
2.0232008e+01	4.0774961e+00
2.0259497e+01	4.1040812e+00
2.0286987e+01	4.1316485e+00
2.0314476e+01	4.1606669e+00
2.0341965e+01	4.1899095e+00
2.0369453e+01	4.2194490e+00
2.0396944e+01	4.2447200e+00
2.0424433e+01	4.2704468e+00
2.0451921e+01	4.2989097e+00
2.0479410e+01	4.3270688e+00
2.0506899e+01	4.3151231e+00
2.0534389e+01	4.3043299e+00
2.0561878e+01	4.2946839e+00
2.0589367e+01	4.3161125e+00
2.0616856e+01	4.3790188e+00
2.0644346e+01	4.4433761e+00
2.0671835e+01	4.5091262e+00
2.0699324e+01	4.5288835e+00
2.0726812e+01	4.5364461e+00
2.0754303e+01	4.5441871e+00
2.0781792e+01	4.5493479e+00
2.0809280e+01	4.5411544e+00
2.0836769e+01	4.5347676e+00
2.0864258e+01	4.5301547e+00
2.0891748e+01	4.5023665e+00
2.0919237e+01	4.4534183e+00
2.0946726e+01	4.4045863e+00
2.0974215e+01	4.3559103e+00
2.1001705e+01	4.3631201e+00
2.1029194e+01	4.3756447e+00
2.1056683e+01	4.3885746e+00
