# Export File Created with QBlade CE v2.0.9_beta windows on 07.09.2025 at 18:27:26
[Simulation_03: NREL_MIT_5MW_TLP]
Time [s]	Abs Meas. Wind Vel. at Hub [m/s]
3.7660124e+00	4.7568679e+00
3.7935016e+00	4.7271066e+00
3.8209908e+00	4.6981692e+00
3.8484797e+00	4.6700025e+00
3.8759689e+00	4.6434774e+00
3.9034581e+00	4.6557279e+00
3.9309473e+00	4.6690712e+00
3.9584365e+00	4.6835856e+00
3.9859257e+00	4.6992779e+00
4.0134149e+00	4.7023053e+00
4.0409040e+00	4.7025971e+00
4.0683928e+00	4.7034459e+00
4.0958819e+00	4.7048945e+00
4.1233711e+00	4.7151971e+00
4.1508603e+00	4.7334566e+00
4.1783495e+00	4.7533665e+00
4.2058387e+00	4.7749276e+00
4.2333279e+00	4.7960739e+00
4.2608171e+00	4.8134809e+00
4.2883062e+00	4.8322330e+00
4.3157954e+00	4.8524122e+00
4.3432846e+00	4.8741221e+00
4.3707733e+00	4.8475523e+00
4.3982625e+00	4.8215394e+00
4.4257517e+00	4.7966876e+00
4.4532409e+00	4.7730169e+00
4.4807301e+00	4.7877393e+00
4.5082192e+00	4.8213825e+00
4.5357084e+00	4.8569293e+00
4.5631976e+00	4.8943563e+00
4.5906868e+00	4.9243979e+00
4.6181760e+00	4.9408383e+00
4.6456652e+00	4.9583840e+00
4.6731539e+00	4.9769387e+00
4.7006431e+00	4.9934230e+00
4.7281322e+00	4.9794898e+00
4.7556214e+00	4.9668188e+00
4.7831106e+00	4.9551640e+00
4.8105998e+00	4.9442925e+00
4.8380890e+00	4.8778939e+00
4.8655782e+00	4.7977133e+00
4.8930674e+00	4.7171035e+00
4.9205565e+00	4.6360717e+00
4.9480457e+00	4.6022758e+00
4.9755344e+00	4.6085773e+00
5.0030236e+00	4.6147876e+00
5.0305128e+00	4.6208057e+00
5.0580020e+00	4.6226368e+00
5.0854912e+00	4.6142712e+00
5.1129804e+00	4.6050448e+00
5.1404696e+00	4.5949368e+00
5.1679587e+00	4.5840564e+00
5.1954479e+00	4.5720811e+00
5.2229371e+00	4.5603490e+00
5.2504263e+00	4.5489693e+00
5.2779150e+00	4.5380163e+00
5.3054042e+00	4.5395608e+00
5.3328934e+00	4.5469189e+00
5.3603826e+00	4.5566092e+00
5.3878717e+00	4.5688844e+00
5.4153609e+00	4.5615802e+00
5.4428501e+00	4.5290852e+00
5.4703393e+00	4.4980612e+00
5.4978285e+00	4.4685631e+00
5.5253177e+00	4.4433208e+00
5.5528069e+00	4.4373598e+00
5.5802956e+00	4.4318986e+00
5.6077847e+00	4.4267726e+00
5.6352739e+00	4.4219031e+00
5.6627631e+00	4.4750152e+00
5.6902523e+00	4.5444732e+00
5.7177415e+00	4.6150398e+00
5.7452307e+00	4.6866965e+00
5.7727199e+00	4.7450600e+00
5.8002090e+00	4.7862926e+00
5.8276982e+00	4.8288674e+00
5.8551874e+00	4.8727241e+00
5.8826761e+00	4.9131989e+00
5.9101653e+00	4.9008389e+00
5.9376545e+00	4.8895183e+00
5.9651437e+00	4.8792257e+00
5.9926329e+00	4.8699741e+00
6.0201221e+00	4.9116073e+00
6.0476112e+00	4.9740720e+00
6.0751004e+00	5.0373492e+00
6.1025896e+00	5.1012387e+00
6.1300788e+00	5.1419096e+00
6.1575680e+00	5.1395888e+00
6.1850567e+00	5.1380429e+00
6.2125459e+00	5.1374702e+00
6.2400351e+00	5.1380339e+00
6.2675242e+00	5.0757370e+00
6.2950134e+00	5.0133662e+00
6.3225026e+00	4.9515057e+00
6.3499918e+00	4.8901505e+00
6.3774810e+00	4.8759665e+00
6.4049702e+00	4.8891258e+00
6.4324594e+00	4.9020896e+00
6.4599485e+00	4.9147501e+00
6.4874372e+00	4.9364266e+00
6.5149264e+00	4.9826097e+00
6.5424156e+00	5.0288930e+00
6.5699048e+00	5.0754733e+00
6.5973940e+00	5.1225095e+00
6.6248832e+00	5.1076550e+00
6.6523724e+00	5.0877404e+00
6.6798615e+00	5.0683465e+00
6.7073507e+00	5.0494499e+00
6.7348399e+00	5.0346546e+00
6.7623291e+00	5.0233035e+00
6.7898178e+00	5.0127268e+00
6.8173070e+00	5.0029235e+00
6.8447962e+00	4.9938807e+00
6.8722854e+00	4.9855771e+00
6.8997746e+00	4.9779615e+00
6.9272637e+00	4.9710565e+00
6.9547529e+00	4.9648147e+00
6.9822421e+00	4.9940186e+00
7.0097313e+00	5.0281773e+00
7.0372205e+00	5.0627351e+00
7.0647097e+00	5.0976772e+00
7.0921984e+00	5.1387639e+00
7.1196876e+00	5.1848989e+00
7.1471767e+00	5.2320690e+00
7.1746659e+00	5.2801399e+00
7.2021551e+00	5.3045111e+00
7.2296443e+00	5.2697797e+00
7.2571335e+00	5.2349195e+00
7.2846227e+00	5.1998839e+00
7.3121119e+00	5.1668725e+00
7.3396010e+00	5.2002311e+00
7.3670902e+00	5.2340317e+00
7.3945789e+00	5.2682481e+00
7.4220681e+00	5.3028412e+00
7.4495573e+00	5.3140712e+00
7.4770465e+00	5.3191209e+00
7.5045357e+00	5.3240547e+00
7.5320249e+00	5.3287358e+00
7.5595140e+00	5.3432317e+00
7.5870032e+00	5.3646984e+00
7.6144924e+00	5.3855810e+00
7.6419816e+00	5.4060163e+00
7.6694708e+00	5.4142752e+00
7.6969595e+00	5.4015384e+00
7.7244487e+00	5.3886013e+00
7.7519379e+00	5.3755946e+00
7.7794271e+00	5.3645663e+00
7.8069162e+00	5.3636203e+00
7.8344054e+00	5.3632174e+00
7.8618946e+00	5.3635221e+00
7.8893838e+00	5.3646064e+00
7.9168730e+00	5.4052529e+00
7.9443622e+00	5.4488883e+00
7.9718513e+00	5.4936113e+00
7.9993401e+00	5.5393796e+00
8.0268297e+00	5.5503807e+00
8.0543184e+00	5.5513163e+00
8.0818081e+00	5.5534601e+00
8.1092968e+00	5.5568204e+00
8.1367855e+00	5.5886931e+00
8.1642752e+00	5.6409564e+00
8.1917639e+00	5.6940546e+00
8.2192535e+00	5.7478352e+00
8.2467422e+00	5.7958975e+00
8.2742319e+00	5.8360248e+00
8.3017206e+00	5.8763580e+00
8.3292103e+00	5.9168801e+00
8.3566990e+00	5.9793701e+00
8.3841887e+00	6.0920815e+00
8.4116774e+00	6.2062650e+00
8.4391661e+00	6.3218718e+00
8.4666557e+00	6.4067516e+00
8.4941444e+00	6.3714418e+00
8.5216341e+00	6.3371601e+00
8.5491228e+00	6.3038745e+00
8.5766125e+00	6.2782903e+00
8.6041012e+00	6.2955160e+00
8.6315908e+00	6.3127789e+00
8.6590796e+00	6.3299441e+00
8.6865692e+00	6.3435049e+00
8.7140579e+00	6.3234229e+00
8.7415466e+00	6.3027873e+00
8.7690363e+00	6.2816281e+00
8.7965250e+00	6.2625546e+00
8.8240147e+00	6.2778282e+00
8.8515034e+00	6.2932363e+00
8.8789930e+00	6.3088822e+00
8.9064817e+00	6.3250594e+00
8.9339714e+00	6.3456221e+00
8.9614601e+00	6.3667254e+00
8.9889498e+00	6.3885570e+00
9.0164385e+00	6.4069819e+00
9.0439272e+00	6.3641052e+00
9.0714169e+00	6.3221731e+00
9.0989056e+00	6.2810326e+00
9.1263952e+00	6.2468886e+00
9.1538839e+00	6.2775755e+00
9.1813736e+00	6.3091149e+00
9.2088623e+00	6.3414574e+00
9.2363520e+00	6.3723607e+00
9.2638407e+00	6.3904338e+00
9.2913303e+00	6.4089842e+00
9.3188190e+00	6.4280515e+00
9.3463078e+00	6.4458284e+00
9.3737974e+00	6.4568558e+00
9.4012861e+00	6.4682035e+00
9.4287758e+00	6.4798141e+00
9.4562645e+00	6.4665246e+00
9.4837542e+00	6.3962760e+00
9.5112429e+00	6.3277626e+00
9.5387325e+00	6.2611217e+00
9.5662212e+00	6.2528181e+00
9.5937109e+00	6.3238211e+00
9.6211996e+00	6.3949766e+00
9.6486883e+00	6.4661436e+00
9.6761780e+00	6.4889851e+00
9.7036667e+00	6.4730020e+00
9.7311563e+00	6.4563599e+00
9.7586451e+00	6.4388995e+00
9.7861347e+00	6.3975587e+00
9.8136234e+00	6.3463006e+00
9.8411131e+00	6.2943330e+00
9.8686018e+00	6.2418275e+00
9.8960915e+00	6.2512584e+00
9.9235802e+00	6.2695713e+00
9.9510689e+00	6.2892437e+00
9.9785585e+00	6.3152928e+00
1.0006047e+01	6.4070406e+00
1.0033537e+01	6.4998288e+00
1.0061026e+01	6.5935760e+00
1.0088515e+01	6.6543684e+00
1.0116004e+01	6.6193681e+00
1.0143494e+01	6.5844450e+00
1.0170982e+01	6.5496445e+00
1.0198472e+01	6.5469828e+00
1.0225961e+01	6.5835218e+00
1.0253449e+01	6.6210084e+00
1.0280939e+01	6.6594486e+00
1.0308428e+01	6.6574602e+00
1.0335917e+01	6.6341515e+00
1.0363406e+01	6.6117778e+00
1.0390896e+01	6.5904903e+00
1.0418385e+01	6.5739942e+00
1.0445874e+01	6.5591836e+00
1.0473363e+01	6.5454793e+00
1.0500853e+01	6.5359831e+00
1.0528341e+01	6.5769525e+00
1.0555830e+01	6.6184077e+00
1.0583320e+01	6.6602101e+00
1.0610808e+01	6.6923523e+00
1.0638298e+01	6.6994572e+00
1.0665787e+01	6.7073536e+00
1.0693276e+01	6.7159882e+00
1.0720765e+01	6.7396111e+00
1.0748255e+01	6.7774086e+00
1.0775743e+01	6.8156161e+00
1.0803233e+01	6.8541794e+00
1.0830722e+01	6.8415213e+00
1.0858211e+01	6.8123684e+00
1.0885700e+01	6.7832570e+00
1.0913189e+01	6.7551069e+00
1.0940679e+01	6.7930837e+00
1.0968167e+01	6.8312387e+00
1.0995657e+01	6.8696856e+00
1.1023146e+01	6.8906035e+00
1.1050635e+01	6.8669939e+00
1.1078124e+01	6.8450341e+00
1.1105614e+01	6.8247399e+00
1.1133102e+01	6.8069515e+00
1.1160591e+01	6.7908387e+00
1.1188081e+01	6.7755308e+00
1.1215569e+01	6.7609968e+00
1.1243059e+01	6.7703614e+00
1.1270548e+01	6.7859120e+00
1.1298038e+01	6.8036218e+00
1.1325526e+01	6.8352847e+00
1.1353016e+01	6.9395838e+00
1.1380505e+01	7.0454764e+00
1.1407994e+01	7.1528783e+00
1.1435483e+01	7.2307663e+00
1.1462972e+01	7.2725635e+00
1.1490461e+01	7.3164005e+00
1.1517950e+01	7.3622928e+00
1.1545440e+01	7.3626399e+00
1.1572928e+01	7.3493805e+00
1.1600418e+01	7.3365149e+00
1.1627907e+01	7.3263288e+00
1.1655396e+01	7.3358541e+00
1.1682885e+01	7.3458309e+00
1.1710375e+01	7.3561668e+00
1.1737864e+01	7.3732972e+00
1.1765352e+01	7.3982224e+00
1.1792842e+01	7.4232793e+00
1.1820331e+01	7.4484220e+00
1.1847820e+01	7.4449825e+00
1.1875309e+01	7.4362054e+00
1.1902799e+01	7.4276562e+00
1.1930287e+01	7.4076123e+00
1.1957777e+01	7.3477631e+00
1.1985266e+01	7.2877684e+00
1.2012755e+01	7.2277122e+00
1.2040244e+01	7.2018046e+00
1.2067733e+01	7.1956534e+00
1.2095222e+01	7.1890535e+00
1.2122711e+01	7.1786599e+00
1.2150201e+01	7.0906291e+00
1.2177690e+01	7.0021892e+00
1.2205179e+01	6.9134245e+00
1.2232668e+01	6.8601232e+00
1.2260158e+01	6.8484612e+00
1.2287646e+01	6.8365006e+00
1.2315136e+01	6.8242483e+00
1.2342625e+01	6.8431807e+00
1.2370113e+01	6.8660922e+00
1.2397603e+01	6.8886895e+00
1.2425092e+01	6.8670740e+00
1.2452581e+01	6.7453923e+00
1.2480070e+01	6.6248264e+00
1.2507560e+01	6.5055351e+00
1.2535048e+01	6.4350600e+00
1.2562538e+01	6.3828020e+00
1.2590027e+01	6.3304815e+00
1.2617517e+01	6.2908211e+00
1.2645005e+01	6.3284912e+00
1.2672494e+01	6.3673158e+00
1.2699984e+01	6.4073882e+00
1.2727472e+01	6.4185586e+00
1.2754962e+01	6.4057431e+00
1.2782451e+01	6.3927422e+00
1.2809940e+01	6.3795118e+00
1.2837429e+01	6.3567233e+00
1.2864919e+01	6.3348680e+00
1.2892407e+01	6.3145213e+00
1.2919897e+01	6.2906079e+00
1.2947386e+01	6.2591610e+00
1.2974874e+01	6.2293391e+00
1.3002364e+01	6.2010226e+00
1.3029853e+01	6.1873517e+00
1.3057343e+01	6.1780858e+00
1.3084831e+01	6.1686401e+00
1.3112321e+01	6.1719675e+00
1.3139810e+01	6.2579803e+00
1.3167299e+01	6.3443027e+00
1.3194788e+01	6.4308667e+00
1.3222278e+01	6.4737067e+00
1.3249766e+01	6.4739847e+00
1.3277255e+01	6.4739475e+00
1.3304745e+01	6.4735727e+00
1.3332233e+01	6.3965869e+00
1.3359723e+01	6.3096704e+00
1.3387212e+01	6.2245178e+00
1.3414701e+01	6.1479750e+00
1.3442190e+01	6.0963469e+00
1.3469680e+01	6.0456662e+00
1.3497169e+01	5.9959831e+00
1.3524658e+01	5.9630861e+00
1.3552147e+01	5.9434066e+00
1.3579636e+01	5.9242563e+00
1.3607125e+01	5.9057384e+00
1.3634614e+01	5.8751349e+00
1.3662104e+01	5.8434038e+00
1.3689592e+01	5.8123355e+00
1.3717082e+01	5.7870407e+00
1.3744571e+01	5.7855401e+00
1.3772060e+01	5.7853522e+00
1.3799549e+01	5.7865124e+00
1.3827039e+01	5.7858386e+00
1.3854527e+01	5.7826424e+00
1.3882016e+01	5.7801371e+00
1.3909506e+01	5.7783422e+00
1.3936995e+01	5.7746854e+00
1.3964484e+01	5.7718792e+00
1.3991973e+01	5.7706990e+00
1.4019463e+01	5.7721558e+00
1.4046951e+01	5.7857094e+00
1.4074441e+01	5.7998714e+00
1.4101930e+01	5.8146601e+00
1.4129419e+01	5.8172255e+00
1.4156908e+01	5.8004704e+00
1.4184397e+01	5.7843628e+00
1.4211886e+01	5.7687430e+00
1.4239375e+01	5.7866302e+00
1.4266865e+01	5.8193240e+00
1.4294353e+01	5.8528218e+00
1.4321843e+01	5.8871241e+00
1.4349332e+01	5.9261141e+00
1.4376822e+01	5.9652958e+00
1.4404310e+01	6.0046735e+00
1.4431800e+01	6.0377450e+00
1.4459289e+01	6.0589428e+00
1.4486777e+01	6.0801187e+00
1.4514267e+01	6.1012650e+00
1.4541756e+01	6.1448941e+00
1.4569245e+01	6.1991053e+00
1.4596734e+01	6.2540693e+00
1.4624224e+01	6.3103514e+00
1.4651712e+01	6.3791375e+00
1.4679202e+01	6.4482646e+00
1.4706691e+01	6.5176883e+00
1.4734180e+01	6.5675650e+00
1.4761669e+01	6.5874958e+00
1.4789158e+01	6.6088929e+00
1.4816648e+01	6.6318231e+00
1.4844136e+01	6.6574717e+00
1.4871626e+01	6.6845713e+00
1.4899115e+01	6.7125950e+00
1.4926604e+01	6.7378559e+00
1.4954093e+01	6.7374806e+00
1.4981583e+01	6.7386675e+00
1.5009071e+01	6.7414293e+00
1.5036561e+01	6.7328978e+00
1.5064050e+01	6.7117825e+00
1.5091538e+01	6.6911259e+00
1.5119028e+01	6.6709619e+00
1.5146517e+01	6.6655626e+00
1.5174006e+01	6.6634860e+00
1.5201495e+01	6.6627221e+00
1.5228985e+01	6.6541486e+00
1.5256474e+01	6.6218152e+00
1.5283963e+01	6.5907230e+00
1.5311452e+01	6.5609050e+00
1.5338942e+01	6.4983606e+00
1.5366430e+01	6.4192004e+00
1.5393919e+01	6.3405223e+00
1.5421409e+01	6.2664804e+00
1.5448897e+01	6.2533984e+00
1.5476387e+01	6.2398558e+00
1.5503876e+01	6.2258334e+00
1.5531365e+01	6.1980791e+00
1.5558854e+01	6.1549420e+00
1.5586344e+01	6.1113782e+00
1.5613832e+01	6.0673485e+00
1.5641322e+01	6.0841184e+00
1.5668811e+01	6.1104860e+00
1.5696300e+01	6.1376934e+00
1.5723789e+01	6.1625986e+00
1.5751278e+01	6.1795883e+00
1.5778768e+01	6.1972318e+00
1.5806256e+01	6.2155914e+00
1.5833746e+01	6.2397394e+00
1.5861235e+01	6.2665677e+00
1.5888724e+01	6.2933602e+00
1.5916213e+01	6.3188429e+00
1.5943703e+01	6.3098345e+00
1.5971191e+01	6.3025866e+00
1.5998680e+01	6.2972302e+00
1.6026169e+01	6.3114166e+00
1.6053659e+01	6.3533669e+00
1.6081148e+01	6.3957357e+00
1.6108637e+01	6.4384947e+00
1.6136126e+01	6.4253492e+00
1.6163616e+01	6.3937249e+00
1.6191105e+01	6.3633013e+00
1.6218594e+01	6.3367057e+00
1.6246082e+01	6.3440971e+00
1.6273571e+01	6.3530769e+00
1.6301062e+01	6.3637247e+00
1.6328550e+01	6.3650117e+00
1.6356039e+01	6.3499231e+00
1.6383528e+01	6.3352809e+00
1.6411018e+01	6.3210979e+00
1.6438507e+01	6.3528142e+00
1.6465996e+01	6.4048953e+00
1.6493484e+01	6.4575124e+00
1.6520975e+01	6.5104938e+00
1.6548464e+01	6.5253153e+00
1.6575953e+01	6.5396538e+00
1.6603441e+01	6.5538034e+00
1.6630930e+01	6.5836487e+00
1.6658421e+01	6.6559501e+00
1.6685909e+01	6.7278762e+00
1.6713398e+01	6.7995348e+00
1.6740887e+01	6.7862320e+00
1.6768377e+01	6.7006674e+00
1.6795866e+01	6.6163731e+00
1.6823355e+01	6.5334787e+00
1.6850843e+01	6.4594793e+00
1.6878332e+01	6.3885736e+00
1.6905823e+01	6.3188171e+00
1.6933311e+01	6.2505450e+00
1.6960800e+01	6.1980076e+00
1.6988289e+01	6.1466460e+00
1.7015779e+01	6.0964117e+00
1.7043268e+01	6.0654845e+00
1.7070757e+01	6.0923634e+00
1.7098246e+01	6.1201015e+00
1.7125736e+01	6.1487298e+00
1.7153225e+01	6.1413927e+00
1.7180714e+01	6.0911279e+00
1.7208202e+01	6.0417318e+00
1.7235691e+01	5.9932966e+00
1.7263182e+01	6.0259433e+00
1.7290670e+01	6.1004677e+00
1.7318159e+01	6.1771007e+00
1.7345648e+01	6.2557402e+00
1.7373138e+01	6.2979054e+00
1.7400627e+01	6.3360653e+00
1.7428116e+01	6.3753781e+00
1.7455605e+01	6.4126196e+00
1.7483093e+01	6.4210634e+00
1.7510584e+01	6.4309545e+00
1.7538073e+01	6.4421592e+00
1.7565561e+01	6.4356980e+00
1.7593050e+01	6.3895693e+00
1.7620541e+01	6.3444676e+00
1.7648029e+01	6.3005152e+00
1.7675518e+01	6.2939401e+00
1.7703007e+01	6.3175426e+00
1.7730497e+01	6.3411336e+00
1.7757986e+01	6.3646445e+00
1.7785475e+01	6.3999748e+00
1.7812963e+01	6.4383931e+00
1.7840452e+01	6.4766927e+00
1.7867943e+01	6.5145149e+00
1.7895432e+01	6.5395966e+00
1.7922920e+01	6.5648146e+00
1.7950409e+01	6.5901446e+00
1.7977900e+01	6.5898948e+00
1.8005388e+01	6.5236058e+00
1.8032877e+01	6.4574227e+00
1.8060366e+01	6.3913798e+00
1.8087854e+01	6.3497996e+00
1.8115345e+01	6.3298655e+00
1.8142834e+01	6.3105164e+00
1.8170322e+01	6.2918143e+00
1.8197811e+01	6.3259134e+00
1.8225302e+01	6.3741250e+00
1.8252790e+01	6.4225192e+00
1.8280279e+01	6.4669008e+00
1.8307768e+01	6.4433026e+00
1.8335258e+01	6.4193735e+00
1.8362747e+01	6.3952246e+00
1.8390236e+01	6.3837991e+00
1.8417725e+01	6.3992305e+00
1.8445213e+01	6.4145789e+00
1.8472704e+01	6.4297614e+00
1.8500193e+01	6.4429240e+00
1.8527681e+01	6.4554691e+00
1.8555170e+01	6.4689336e+00
1.8582661e+01	6.4834208e+00
1.8610149e+01	6.5111928e+00
1.8637638e+01	6.5413818e+00
1.8665127e+01	6.5720253e+00
1.8692616e+01	6.6006794e+00
1.8720106e+01	6.6120915e+00
1.8747595e+01	6.6245461e+00
1.8775084e+01	6.6379027e+00
1.8802572e+01	6.6523118e+00
1.8830063e+01	6.6673985e+00
1.8857552e+01	6.6824713e+00
1.8885040e+01	6.6976085e+00
1.8912529e+01	6.7065763e+00
1.8940020e+01	6.7136865e+00
1.8967508e+01	6.7225599e+00
1.8994997e+01	6.7330670e+00
1.9022486e+01	6.7138753e+00
1.9049974e+01	6.6920490e+00
1.9077465e+01	6.6704617e+00
1.9104954e+01	6.6463437e+00
1.9132442e+01	6.6097069e+00
1.9159931e+01	6.5737901e+00
1.9187422e+01	6.5386453e+00
1.9214911e+01	6.5088077e+00
1.9242399e+01	6.4855390e+00
1.9269888e+01	6.4633074e+00
1.9297377e+01	6.4421806e+00
1.9324867e+01	6.4194350e+00
1.9352356e+01	6.3961635e+00
1.9379845e+01	6.3734188e+00
1.9407333e+01	6.3512020e+00
1.9434824e+01	6.2851019e+00
1.9462313e+01	6.2182851e+00
1.9489801e+01	6.1520548e+00
1.9517290e+01	6.1139750e+00
1.9544781e+01	6.1622295e+00
1.9572269e+01	6.2107892e+00
1.9599758e+01	6.2595849e+00
1.9627247e+01	6.2732644e+00
1.9654736e+01	6.2552938e+00
1.9682226e+01	6.2381945e+00
1.9709715e+01	6.2220716e+00
1.9737204e+01	6.2013917e+00
1.9764692e+01	6.1802421e+00
1.9792183e+01	6.1599717e+00
1.9819672e+01	6.1433916e+00
1.9847160e+01	6.1502652e+00
1.9874649e+01	6.1583104e+00
1.9902138e+01	6.1675611e+00
1.9929628e+01	6.1586938e+00
1.9957117e+01	6.1240168e+00
1.9984606e+01	6.0897770e+00
2.0012094e+01	6.0558743e+00
2.0039585e+01	6.0906677e+00
2.0067074e+01	6.1497536e+00
2.0094563e+01	6.2105064e+00
2.0122051e+01	6.2622705e+00
2.0149542e+01	6.2233500e+00
2.0177031e+01	6.1848912e+00
2.0204519e+01	6.1469307e+00
2.0232008e+01	6.1200776e+00
2.0259497e+01	6.1055512e+00
2.0286987e+01	6.0916300e+00
2.0314476e+01	6.0783744e+00
2.0341965e+01	6.0626774e+00
2.0369453e+01	6.0465622e+00
2.0396944e+01	6.0305400e+00
2.0424433e+01	6.0476875e+00
2.0451921e+01	6.1583934e+00
2.0479410e+01	6.2712164e+00
2.0506899e+01	6.3860521e+00
2.0534389e+01	6.4790955e+00
2.0561878e+01	6.5618443e+00
2.0589367e+01	6.6449466e+00
2.0616856e+01	6.7186151e+00
2.0644346e+01	6.7231131e+00
2.0671835e+01	6.7295480e+00
2.0699324e+01	6.7378836e+00
2.0726812e+01	6.7351642e+00
2.0754303e+01	6.7237787e+00
2.0781792e+01	6.7130084e+00
2.0809280e+01	6.7023354e+00
2.0836769e+01	6.6817412e+00
2.0864258e+01	6.6608515e+00
2.0891748e+01	6.6396613e+00
2.0919237e+01	6.6294298e+00
2.0946726e+01	6.6298227e+00
2.0974215e+01	6.6308651e+00
2.1001705e+01	6.6332335e+00
2.1029194e+01	6.6779213e+00
2.1056683e+01	6.7225566e+00
